Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL599641,1,CC(C)OC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)C1CCCCC1C(=O)O,IC50,,,,CHEMBL1067748,Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry,B,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157587,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL599030,1,CCOC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)C1CCCCC1C(=O)O,IC50,,,,CHEMBL1067748,Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry,B,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157587,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL602231,2,CCOC(=O)c1c(-c2ccc(-c3ccc(F)c(Cl)c3)cc2)csc1NC(=O)c1ccccc1C(=O)O,Inhibition,=,95.3,%,CHEMBL1067747,Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) at 10 uM after 10 mins by spectrophotometry,B,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157587,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL110361,0,O=C([O-])C(F)(F)c1ccc2ccccc2c1.[Na+],IC50,=,640000,nM,CHEMBL767795,Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate as substrate at Km concentration (20 uM),B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1130679,1,Scientific Literature,Bioorg Med Chem Lett,1998,None
CHEMBL117258,1,N.N.O=P(O)(O)C(F)(F)c1cccc(/C=C\c2cccc3ccccc23)c1,Inhibition,=,60,%,CHEMBL771835,Compound was evaluated for its percent Inhibition of protein-tyrosine phosphatase 1B (PTP1B) at the concentration of 50 uM,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1134993,1,Scientific Literature,Bioorg Med Chem Lett,2002,None
CHEMBL418703,1,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nnn[nH]2)n2nnc3ccccc32)cc1,IC50,=,1200,nM,CHEMBL768523,Inhibitory activity against Protein tyrosine phosphatase 1B (PTP1B) over-expressed in intact Sf9 cell assay,B,BAO_0000219,cell-based format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146670,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308860
CHEMBL357094,0,CS(=O)(=O)N(c1cc(C(F)(F)P(=O)(O)O)ccc1C#Cc1ccccc1)S(C)(=O)=O,IC50,=,88700,nM,CHEMBL767802,Inhibitory potency for the protein tyrosine phosphatase (PTP 1B)-catalyzed hydrolysis of p-nitrophenol phosphate,F,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1131941,1,Scientific Literature,Bioorg Med Chem Lett,1999,None
CHEMBL344565,0,Cc1ccc2cc(O)ccc2c1,IC50,=,707945784.4,nM,CHEMBL767799,Inhibitory activity determined against Protein tyrosine phosphatase PTB1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1145746,1,Scientific Literature,J Med Chem,2003,None
CHEMBL3628551,0,O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Cl)c1,Inhibition,=,11,%,CHEMBL3631090,Inhibition of human PTP1B at 10 uM preincubated with protein for 15 mins followed by DiFMUP addition for 1 hr measured by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3627649,1,Scientific Literature,J Med Chem,2015,None
CHEMBL1164256,1,O=C1CCCC2=C1C(c1ccc(Cl)cc1)C=C(c1ccccc1)N2,Inhibition,=,24.7,%,CHEMBL1169053,Inhibition of PTP1B assessed as p-nitrophenolate ion production at 100 uM pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1164416,0,Cc1ccc(C2=CC(c3ccccc3)C3=C(CCCC3=O)N2)cc1,Inhibition,=,33.3,%,CHEMBL1169053,Inhibition of PTP1B assessed as p-nitrophenolate ion production at 100 uM pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1165682,0,CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,Inhibition,=,87.2,%,CHEMBL1169053,Inhibition of PTP1B assessed as p-nitrophenolate ion production at 100 uM pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1164249,0,CC1(C)CC(=O)C2=C(C1)NC(C(=O)O)=CC2c1ccccc1,Inhibition,=,28.9,%,CHEMBL1169053,Inhibition of PTP1B assessed as p-nitrophenolate ion production at 100 uM pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1164300,0,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc([N+](=O)[O-])cc1,IC50,=,6100,nM,CHEMBL1169051,Inhibition of PTP1B assessed as p-nitrophenolate ion production pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1165682,0,CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,IC50,=,4700,nM,CHEMBL1169051,Inhibition of PTP1B assessed as p-nitrophenolate ion production pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1802229,1,C/C(=C\CCc1ccoc1)C[C@H](O)C[C@@H](C)CCCc1ccoc1,IC50,=,9900,nM,CHEMBL3997391,Inhibition of recombinant human PTP1B (1 to 322 residues) expressed in Escherichia coli using pNPP as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3994656,1,Scientific Literature,Bioorg Med Chem Lett,2017,None
CHEMBL1097390,2,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccsc2C(=O)OC)[nH]n1,IC50,=,7160,nM,CHEMBL1106603,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157928,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1076270,1,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2ccccc2)CC1)(CN1CCN(c2ccccc2)CC1)C3=O,Inhibition,=,28.67,%,CHEMBL1109326,Inhibition of PTP1B at 100 uM,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1154339,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL1165715,1,COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CC(C)(C)C3)cc1,Inhibition,=,71.8,%,CHEMBL1169053,Inhibition of PTP1B assessed as p-nitrophenolate ion production at 100 uM pretreated for 10 mins measured after 30 mins,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1165941,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL370026,2,CCCc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O[C@@H](Cc1ccccc1)C(=O)O,IC50,=,831763771.1,nM,CHEMBL830840,Concentration required for 50% inhibition of tyrosine phosphatase 1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1137823,1,Scientific Literature,J Med Chem,2004,None
CHEMBL24141,1,CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(O)cc2)cc1,IC50,=,1190,nM,CHEMBL768926,In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B),B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1132993,1,Scientific Literature,J Med Chem,2000,None
CHEMBL304418,1,CC(Cn1c(=O)n2n(c1=O)C(C(=O)NC(Cc1ccc3sccc(=O)c3c1)C(=O)O)C=CC2CCCC(=O)O)c1ccccc1,Inhibition,=,55,%,CHEMBL770339,Compound was tested for inhibition of Protein-tyrosine phosphatase 1B at a concentration of 10 uM in fluorometric assay using DiFMUP,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1136070,1,Scientific Literature,Bioorg Med Chem Lett,2003,None
CHEMBL276983,2,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1,IC50,=,75,nM,CHEMBL768926,In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B),B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1132993,1,Scientific Literature,J Med Chem,2000,None
CHEMBL61458,2,O=C(O)CCCC1C=CC(C(=O)NC(Cc2ccc3sccc(=O)c3c2)C(=O)O)n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c(=O)n21,Inhibition,=,75,%,CHEMBL770339,Compound was tested for inhibition of Protein-tyrosine phosphatase 1B at a concentration of 10 uM in fluorometric assay using DiFMUP,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1136070,1,Scientific Literature,Bioorg Med Chem Lett,2003,None
CHEMBL176527,1,CCCCCNC(=O)[C@H](Cc1ccc(OC(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,Inhibition,=,88,%,CHEMBL771173,Inhibitory activity against human protein tyrosine phosphatase 1B (PTP1B) at a concentration of 100 uM,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1136635,1,Scientific Literature,Bioorg Med Chem Lett,2003,None
CHEMBL104927,0,O=C(O)COc1ccc(C(=O)CBr)cc1,kinact,=,1.8,min-1,CHEMBL801961,First-order rate constant (K inact) for conversion of the ExI complex (SHP 1 protein -inhibitor complex) into the covalent adduct,,,,,,,,,,,,,,
CHEMBL104927,0,O=C(O)COc1ccc(C(=O)CBr)cc1,Ratio,=,9300,M-1 min-1,CHEMBL844569,Ratio between dissociation constant and First-order rate constant (Ki / K inact) was determined,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1135556,1,Scientific Literature,Bioorg Med Chem Lett,2002,None
CHEMBL2386226,2,COc1cc(C2OC(=O)c3cc(OC)c(OC)c(Br)c32)c(Br)c(Br)c1OC,IC50,,,,CHEMBL2389407,Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2384908,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2386223,2,COC(=O)c1cc(OC)c(OC)c(Br)c1C(=O)c1cc(OC)c(OC)c(Br)c1Br,Inhibition,=,55.34,%,CHEMBL2389409,Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate at 20 ug/ml after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2384908,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2386065,0,Cc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1Br,Inhibition,=,53.38,%,CHEMBL2389409,Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate at 20 ug/ml after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2384908,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2430578,2,CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,IC50,=,8300,nM,CHEMBL2433520,Inhibition of recombinant full length PTP1B (unknown origin) assessed as p-nitrophenyl phosphate conversion to p-nitrophenol after 10 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2429736,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL2386224,2,COCc1cc(OC)c(OC)c(Br)c1C(=O)c1cc(OC)c(OC)c(Br)c1Br,IC50,,,,CHEMBL2389407,Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2384908,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2436041,2,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(Cl)c(C(=O)O)c2)c(-c2ccccc2)s1,IC50,=,1420,nM,CHEMBL2437800,Inhibition of GST-tagged PTP1B (unknown origin) using pNPP as substrate measured for 2 mins by colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2434820,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2436036,2,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(F)cc2C(=O)O)c(-c2ccccc2)s1,IC50,=,2820,nM,CHEMBL2437800,Inhibition of GST-tagged PTP1B (unknown origin) using pNPP as substrate measured for 2 mins by colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2434820,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2436021,2,CCOC(=O)/C(C)=C\C(C)=C\c1nc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)sc1-c1ccccc1,IC50,=,8440,nM,CHEMBL2437800,Inhibition of GST-tagged PTP1B (unknown origin) using pNPP as substrate measured for 2 mins by colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2434820,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL116605,1,,,,,,,,,,,,,,,,,,,,,
CHEMBL556076,0,CC1(C)SCC(CCC(=O)Nc2ccc3c(c2)C[C@@H](C(=O)O)OC3)S1,IC50,=,385.7,nM,CHEMBL1053998,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1153002,1,Scientific Literature,Eur J Med Chem,2009,None
CHEMBL564699,0,CC1(C)SCC(CCCCC(=O)Nc2ccc3c(c2)C[C@@H](C(=O)O)OC3)S1,IC50,=,164.7,nM,CHEMBL1053998,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1153002,1,Scientific Literature,Eur J Med Chem,2009,None
CHEMBL564124,0,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,IC50,=,51.63,nM,CHEMBL1053998,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1153002,1,Scientific Literature,Eur J Med Chem,2009,None
CHEMBL2375453,2,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)NCCCCCC(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@@H](O)[C@H](O)[C@@H]1O,IC50,,,,CHEMBL2378248,Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2375238,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2375450,4,COC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@]5(C(=O)OC)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,IC50,,,,CHEMBL2378248,Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2375238,1,Scientific Literature,Eur J Med Chem,2013,None
CHEMBL2414204,0,COC(=O)/C1=C\C=C(\C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1,IC50,=,27200,nM,CHEMBL2415671,Inhibition of human recombinant PTP1B-mediated pNPP hydrolysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL2413037,1,Scientific Literature,Bioorg Med Chem,2013,None
CHEMBL248291,1,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)NS1(=O)=O,IC50,=,32,nM,CHEMBL1071696,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157711,1,Scientific Literature,J Med Chem,2010,None
CHEMBL589983,None,CN(CCCCCl)P(=O)(OCc1ccc([N+](=O)[O-])o1)C(F)(F)c1ccc(CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(OCc3ccc([N+](=O)[O-])o3)N(C)CCCCCl)cc2)C(=O)ON)cc1,IC50,>,20000,nM,CHEMBL1071696,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157711,1,Scientific Literature,J Med Chem,2010,None
CHEMBL326115,2,NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,Ki,=,2.4,nM,CHEMBL1071696,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157711,1,Scientific Literature,J Med Chem,2010,None
CHEMBL3758490,1,CCCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,IC50,=,8960,nM,CHEMBL3760330,Inhibition of recombinant human PTP1B catalytic domain assessed as hydrolysis of pNPP after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3758136,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL3758715,1,CCCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,IC50,=,9660,nM,CHEMBL3760330,Inhibition of recombinant human PTP1B catalytic domain assessed as hydrolysis of pNPP after 2 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3758136,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL208485,0,COc1c(C2=NOC(c3ccccc3)C2)ccc2occc12,Inhibition,=,22.5,%,CHEMBL864994,Inhibition of PTP1B at 100 uM,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL377439,0,COc1ccc(C2CC(c3cc(OC)c4occc4c3OC)=NO2)cc1,IC50,=,81000,nM,CHEMBL864995,Inhibition of PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL377439,0,COc1ccc(C2CC(c3cc(OC)c4occc4c3OC)=NO2)cc1,Ki,=,32000,nM,CHEMBL864995,Inhibition of PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL202917,0,COc1c(C2=NOC(c3ccccc3)C2)cc(OC)c2occc12,IC50,=,76000,nM,CHEMBL864995,Inhibition of PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL205730,0,COC(=O)C1C(c2ccc3occc3c2OC)=NOC1c1ccccc1,Ki,=,72500,nM,CHEMBL864995,Inhibition of PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL208486,0,COc1ccc(C2CC(c3ccc4occc4c3OC)=NO2)cc1,IC50,=,150000,nM,CHEMBL864995,Inhibition of PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1146946,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL464581,1,CC(C)=CCc1c(O)ccc([C@@H]2COc3c(ccc4c3C=CC(C)(C)O4)C2)c1O,Inhibition,=,80.3,%,CHEMBL4053415,Inhibition of recombinant human PTP1B using pNPP as substrate at 10 uM after 30 mins relative to control,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
CHEMBL4075659,0,CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)oc23)O1,Inhibition,=,73.1,%,CHEMBL4053415,Inhibition of recombinant human PTP1B using pNPP as substrate at 10 uM after 30 mins relative to control,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
CHEMBL462721,1,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,Inhibition,,,%,CHEMBL4053416,Inhibition of recombinant human PTP1B using pNPP as substrate after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
CHEMBL2437376,1,CC(C)=CCc1c(O)ccc2c1O[C@H](c1ccc3c(c1)C=CC(C)(C)O3)CC2=O,Inhibition,,,%,CHEMBL4053416,Inhibition of recombinant human PTP1B using pNPP as substrate after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
CHEMBL590635,1,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)ccc1O,Inhibition,=,62.6,%,CHEMBL4053415,Inhibition of recombinant human PTP1B using pNPP as substrate at 10 uM after 30 mins relative to control,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
CHEMBL4086888,0,CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3O)coc12,Inhibition,=,18.2,%,CHEMBL4053415,Inhibition of recombinant human PTP1B using pNPP as substrate at 10 uM after 30 mins relative to control,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL4052601,1,Scientific Literature,J Nat Prod,2017,None
